Date,Elevation (ft AMSL),Temp (oC),DO (mg/L)
7/16/2012,550,16,6.81
7/16/2012,530,10.2,6.69
7/16/2012,510,10,6.78
7/16/2012,490,9.9,6.62
7/23/2012,565.3,22.9,8.95
7/23/2012,560.3,22.9,8.95
7/23/2012,555.3,22.3,8.87
7/23/2012,550,16.6,6.65
7/23/2012,530,10.2,7.12
7/23/2012,510,10,7.21
7/23/2012,490,10,6.92
7/30/2012,565.1,22.9,7.73
7/30/2012,560.1,22.9,7.66
7/30/2012,555.1,22.8,7.71
7/30/2012,550,16.7,6.03
7/30/2012,530,10.3,6.61
7/30/2012,510,10.1,6.54
7/30/2012,490,10,6.38
8/6/2012,564.9,22.8,8.58
8/6/2012,559.9,22.7,8.49
8/6/2012,554.9,22.7,8.45
8/6/2012,550,18.7,6.89
8/6/2012,530,10.3,7.49
8/6/2012,510,10.1,7.34
8/6/2012,490,10.1,7.14
8/13/2012,564.7,23.5,8.44
8/13/2012,559.7,23.4,8.41
8/13/2012,554.7,23,8.26
8/13/2012,550,19,6.84
8/13/2012,530,10.4,7.42
8/13/2012,510,10.2,7.31
8/13/2012,490,10.1,7.03
8/20/2012,564.5,23.8,7.91
8/20/2012,559.5,23.7,7.84
8/20/2012,554.5,23,7.38
8/20/2012,550,16.9,5.45
8/20/2012,530,10.3,6.54
8/20/2012,510,10.2,6.47
8/20/2012,490,10.2,6.28
8/27/2012,564.3,23,8.22
8/27/2012,559.3,22.9,8.22
8/27/2012,554.3,22.8,8.12
8/27/2012,550,20.2,5.7
8/27/2012,530,10.4,6.74
8/27/2012,510,10.3,6.8
8/27/2012,490,10.2,6.62
9/4/2012,564.1,22.1,8.49
9/4/2012,559.1,22.1,8.47
9/4/2012,554.1,22,8.45
9/4/2012,550,22,8.44
9/4/2012,530,10.5,7.17
9/4/2012,510,10.3,7.09
9/4/2012,490,10.3,6.84
9/10/2012,564,22.1,8.73
9/10/2012,559,22.1,8.66
9/10/2012,554,22,8.59
9/10/2012,550,20.9,6.42
9/10/2012,530,10.5,7.43
9/10/2012,510,10.3,7.38
9/10/2012,490,10.3,7.12
9/17/2012,563.8,21.6,8.86
9/17/2012,558.8,21.6,8.88
9/17/2012,553.8,21.6,8.93
9/17/2012,550,21.5,8.84
9/17/2012,530,10.6,7.44
9/17/2012,510,10.4,7.8
9/17/2012,490,10.3,7.45
9/24/2012,563.6,21.3,7.99
9/24/2012,558.6,21.3,7.94
9/24/2012,553.6,21.2,7.86
9/24/2012,550,20.9,8.17
9/24/2012,510,10.4,6.83
9/24/2012,490,10.4,6.52
10/1/2012,563.5,21.2,9.11
10/1/2012,558.5,20.9,9.09
10/1/2012,553.5,20.7,9
10/1/2012,550,20.6,8.95
10/1/2012,530,10.7,7.13
10/1/2012,510,10.5,7.53
10/1/2012,490,10.4,7.33
10/8/2012,563.2,20.3,7.28
10/8/2012,558.2,20.3,7.23
10/8/2012,553.2,20.2,7.19
10/8/2012,550,20.2,7.21
10/8/2012,530,10.8,5.86
10/8/2012,510,10.5,6.69
10/8/2012,490,10.5,6.48
10/15/2012,563,19.3,8.17
10/15/2012,558,19.3,8.18
10/15/2012,553,19.2,7.96
10/15/2012,550,19.2,7.95
10/15/2012,530,10.8,7.45
10/15/2012,510,10.6,7.55
10/15/2012,490,10.5,7.18
10/24/2012,562.8,18.4,7.78
10/24/2012,557.8,18.4,7.76
10/24/2012,552.8,18.4,7.76
10/24/2012,550,18.4,7.74
10/24/2012,530,10.9,6.82
10/24/2012,510,10.7,6.74
10/24/2012,490,10.6,6.66
10/29/2012,562.6,18,8.64
10/29/2012,557.6,18,8.62
10/29/2012,552.6,18,8.58
10/29/2012,550,18,8.59
10/29/2012,530,11,8.08
10/29/2012,510,10.7,8.23
10/29/2012,490,10.7,8
11/5/2012,562.5,17.7,9.08
11/5/2012,557.5,17.6,8.87
11/5/2012,552.5,17.5,8.7
11/5/2012,550,17.5,8.6
11/5/2012,530,11.1,7.01
11/5/2012,510,10.7,8.46
11/5/2012,490,10.7,8.12
11/14/2012,562.4,15.5,9.16
11/14/2012,557.4,15.5,9.57
11/14/2012,552.4,15.5,9.67
11/14/2012,550,15.5,9.72
11/14/2012,530,11.2,7.68
11/14/2012,510,10.7,8.07
11/14/2012,490,10.7,7.7
11/19/2012,562.3,15.1,9.26
11/19/2012,557.3,15.1,8.62
11/19/2012,552.3,15.1,8.71
11/19/2012,550,15.1,8.7
11/19/2012,530,11.3,6.72
11/19/2012,510,10.8,7.32
11/19/2012,490,10.7,6.65
11/26/2012,562.2,14.4,8.44
11/26/2012,557.2,14.4,7.69
11/26/2012,552.2,14.4,7.8
11/26/2012,550,14.4,7.75
11/26/2012,530,12.1,5.3
11/26/2012,510,10.7,6.09
11/26/2012,490,10.7,5.63
12/3/2012,562.4,13.8,8.51
12/3/2012,557.4,13.8,8.6
12/3/2012,552.4,13.8,8.61
12/3/2012,550,13.8,8.57
12/3/2012,530,13.5,7.94
12/3/2012,510,10.9,5.74
12/3/2012,490,10.7,5.63
12/10/2012,563.7,13.4,8.72
12/10/2012,558.7,13.4,8.72
12/10/2012,553.7,13.4,8.69
12/10/2012,550,13.4,8.69
12/10/2012,530,13.2,7.98
12/10/2012,510,10.8,5.82
12/10/2012,490,10.7,5.87
12/17/2012,564.9,12.5,9.95
12/17/2012,559.9,12.5,10.07
12/17/2012,554.9,12.5,10.15
12/17/2012,550,12.5,10.12
12/17/2012,530,12.4,9.93
12/17/2012,510,10.9,6.2
12/17/2012,490,10.7,7.18
1/2/2013,567.4,10.6,10.13
1/2/2013,562.4,10.6,10.19
1/2/2013,557.4,10.6,10.29
1/2/2013,550,10.6,10.34
1/2/2013,530,10.6,10.36
1/2/2013,510,10.6,10.16
1/2/2013,490,10.7,6.77
1/7/2013,567.4,10.3,9.33
1/7/2013,562.4,10.3,9.4
1/7/2013,557.4,10.3,9.42
1/7/2013,550,10.3,9.61
1/7/2013,530,10.2,9.58
1/7/2013,510,10.2,9.54
1/7/2013,490,10.2,8.96
1/14/2013,567.4,9.8,9.46
1/14/2013,562.4,9.8,9.26
1/14/2013,557.4,9.8,9.62
1/14/2013,550,9.8,9.59
1/14/2013,530,9.8,9.52
1/14/2013,510,9.8,9.49
1/14/2013,490,9.8,9.37
1/23/2013,567.4,9.5,10.75
1/23/2013,562.4,9.5,10.32
1/23/2013,557.4,9.5,10.84
1/23/2013,550,9.3,10.38
1/23/2013,530,9.3,10.18
1/23/2013,510,9.3,9.81
1/23/2013,490,9.2,10.13
1/28/2013,567.4,10,11.55
1/28/2013,562.4,9.9,11.84
1/28/2013,557.4,9.9,11.85
1/28/2013,550,9.3,10.69
1/28/2013,530,9.3,10.52
1/28/2013,510,9.2,10.53
1/28/2013,490,9.2,10.54
2/4/2013,567.4,9.8,11.88
2/4/2013,562.4,9.8,11.71
2/4/2013,557.4,9.7,10.87
2/4/2013,550,9.3,9.07
2/4/2013,530,9.3,8.92
2/4/2013,510,9.2,8.77
2/4/2013,490,9.2,8.6
2/11/2013,567.4,9.6,11.04
2/11/2013,562.4,9.6,11.66
2/11/2013,557.4,9.6,11.21
2/11/2013,550,9.5,11.3
2/11/2013,530,9.3,9.01
2/11/2013,510,9.2,8.84
2/11/2013,490,9.2,8.48
2/19/2013,567.3,10.3,12.39
2/19/2013,562.3,9.6,11.75
2/19/2013,557.3,9.5,10.49
2/19/2013,550,9.3,9.99
2/19/2013,530,9.3,9.82
2/19/2013,510,9.2,9.64
2/19/2013,490,9.2,9.76
2/25/2013,567.3,10.2,10.87
2/25/2013,562.3,10.2,10.88
2/25/2013,557.3,10.1,10.88
2/25/2013,550,9.4,8.74
2/25/2013,530,9.3,8.47
2/25/2013,510,9.3,8.22
2/25/2013,490,9.2,8.28
3/4/2013,567.3,12.4,9.41
3/4/2013,562.3,10.3,8.97
3/4/2013,557.3,9.8,9.09
3/4/2013,550,9.5,8.74
3/4/2013,530,9.3,8.45
3/4/2013,510,9.3,8.34
3/4/2013,490,9.3,8.2
3/11/2013,567.3,12.1,9.4
3/11/2013,562.3,11.9,9.85
3/11/2013,557.3,10.4,8.98
3/11/2013,550,9.8,9.36
3/11/2013,530,9.4,8.03
3/11/2013,510,9.3,7.42
3/11/2013,490,9.3,7.54
3/18/2013,567.3,14.2,9.8
3/18/2013,562.3,11.9,11.7
3/18/2013,557.3,10.6,9.92
3/18/2013,550,9.8,9.62
3/18/2013,530,9.4,8.69
3/18/2013,510,9.3,8.45
3/18/2013,490,9.3,8.19
3/25/2013,567.3,14.3,10.01
3/25/2013,562.3,13.4,9.96
3/25/2013,557.3,11.1,9.14
3/25/2013,550,9.8,10.29
3/25/2013,530,9.4,9.65
3/25/2013,510,9.3,9.2
3/25/2013,490,9.3,8.8
4/1/2013,567.3,15.3,9.33
4/1/2013,562.3,15.1,9.27
4/1/2013,557.3,12.3,8.54
4/1/2013,550,10,8.53
4/1/2013,530,9.4,8.52
4/1/2013,510,9.3,8.51
4/1/2013,490,9.3,8.37
4/8/2013,567.1,16.7,9.52
4/8/2013,562.1,15.2,9.49
4/8/2013,557.1,11.2,7.69
4/8/2013,550,10,7.61
4/8/2013,530,9.4,8.24
4/8/2013,510,9.4,8.36
4/8/2013,490,9.3,8.17
4/15/2013,566.9,17,8.71
4/15/2013,561.9,16.9,8.72
4/15/2013,556.9,13.9,7.8
4/15/2013,550,10.7,8.18
4/15/2013,530,9.5,7.17
4/15/2013,510,9.4,7.42
4/15/2013,490,9.3,7.32
4/22/2013,566.7,17.1,8.5
4/22/2013,561.7,16.5,7.9
4/22/2013,556.7,13,6.8
4/22/2013,550,10.9,6.48
4/22/2013,530,9.6,6.74
4/22/2013,510,9.5,6.72
4/22/2013,490,9.4,7.08
4/29/2013,566.6,19.2,10.11
4/29/2013,561.6,18.1,10.28
4/29/2013,556.6,15,9.12
4/29/2013,550,11.6,7.48
4/29/2013,530,9.6,8.3
4/29/2013,510,9.5,8.76
4/29/2013,490,9.4,8.94
5/6/2013,566.2,19.2,7.99
5/6/2013,561.2,18.9,7.63
5/6/2013,556.2,14.8,7.35
5/6/2013,550,11.6,6.68
5/6/2013,530,9.6,6.83
5/6/2013,510,9.5,6.96
5/6/2013,490,9.5,6.63
5/13/2013,565.9,20.1,8.92
5/13/2013,560.9,19.3,8.99
5/13/2013,555.9,16.9,8.2
5/13/2013,550,12.4,6.68
5/13/2013,530,9.6,7.81
5/13/2013,510,9.6,8.16
5/13/2013,490,9.5,8.18
5/20/2013,565.5,20.7,8.46
5/20/2013,560.5,20.3,8.57
5/20/2013,555.5,17.2,7.99
5/20/2013,550,13.4,6.3
5/20/2013,530,9.7,7.95
5/20/2013,510,9.6,8.35
5/20/2013,490,9.6,8.39
5/28/2013,565.1,20,8.9
5/28/2013,560.1,19.6,9.12
5/28/2013,555.1,18.8,8.91
5/28/2013,550,13.9,6.02
5/28/2013,530,9.7,6.07
5/28/2013,510,9.7,6.18
5/28/2013,490,9.6,6.11
6/3/2013,564.8,20.7,9.18
6/3/2013,559.8,20.5,9.16
6/3/2013,554.8,18.5,8.53
6/3/2013,550,14.9,6.01
6/3/2013,530,9.8,6.22
6/3/2013,510,9.7,6.22
6/3/2013,490,9.7,6.19
6/10/2013,564.5,20.9,8.89
6/10/2013,559.5,18.7,8.12
6/10/2013,554.5,14.3,5.44
6/10/2013,550,12.6,4.9
6/10/2013,530,9.8,6.15
6/10/2013,510,9.7,6.29
6/10/2013,490,9.7,6.19
6/17/2013,564.2,21.8,8.84
6/17/2013,559.2,21.7,8.77
6/17/2013,554.2,19.7,8.2
6/17/2013,550,16.4,5.85
6/17/2013,530,9.9,6.23
6/17/2013,510,9.8,6.26
6/17/2013,490,9.8,6.22
6/24/2013,563.8,21.3,8.48
6/24/2013,558.8,21.3,8.47
6/24/2013,553.8,20.7,8.44
6/24/2013,550,18.7,6.55
6/24/2013,530,10,6.03
6/24/2013,510,9.8,6.1
6/24/2013,490,9.8,6.1
7/1/2013,563.5,23.7,9.28
7/1/2013,558.5,21.9,9.05
7/1/2013,553.5,21.1,8.42
7/1/2013,550,18.5,5.79
7/1/2013,530,10,6.23
7/1/2013,510,9.9,6.27
7/1/2013,490,9.9,6.15
7/8/2013,563.1,23.6,8.56
7/8/2013,558.1,23.6,8.6
7/8/2013,553.1,21.1,7.97
7/8/2013,550,18,5.19
7/8/2013,530,10.1,6.13
7/8/2013,510,9.9,6.23
7/8/2013,490,9.9,6.13
7/15/2013,562.7,23.5,8.48
7/15/2013,557.7,23.5,8.39
7/15/2013,552.7,22.9,8.1
7/15/2013,550,20,5.96
7/15/2013,530,10.2,5.93
7/15/2013,510,10,6.04
7/15/2013,490,10,5.83
7/22/2013,562.3,23.9,8.14
7/22/2013,557.3,23.7,7.99
7/22/2013,552.3,22.7,7.51
7/22/2013,550,19.1,4.14
7/22/2013,530,10.2,5.62
7/22/2013,510,10,5.65
7/22/2013,490,10,5.57
7/29/2013,561.9,23.5,8.41
7/29/2013,556.9,23.5,8.33
7/29/2013,551.9,23.4,8.28
7/29/2013,550,21.2,4.53
7/29/2013,530,10.2,5.83
7/29/2013,510,10.1,5.97
7/29/2013,490,10.1,5.82
8/5/2013,561.2,22.9,8.6
8/5/2013,556.2,22.9,8.51
8/5/2013,551.2,22.8,8.34
8/5/2013,550,22.8,8.23
8/5/2013,530,10.4,5.82
8/5/2013,510,10.2,5.9
8/5/2013,490,10.1,5.83
8/12/2013,560.2,23.5,8.83
8/12/2013,555.2,23.2,8.8
8/12/2013,550.2,23,8.78
8/12/2013,550,23,8.76
8/12/2013,530,10.6,5.39
8/12/2013,510,10.2,5.6
8/12/2013,490,10.2,5.45
8/19/2013,559.3,23.7,8.67
8/19/2013,554.3,23.6,8.64
8/19/2013,550,23.5,8.11
8/19/2013,549.3,23.6,7.95
8/19/2013,530,10.8,5.36
8/19/2013,510,10.3,5.67
8/19/2013,490,10.3,5.66
8/19/2013,470,10.2,5.17
8/26/2013,558.3,23.8,8.7
8/26/2013,553.3,23.7,8.6
8/26/2013,550,23.6,8.36
8/26/2013,548.3,23.6,8.45
8/26/2013,530,11.1,4.96
8/26/2013,510,10.4,5.48
8/26/2013,490,10.3,5.4
8/26/2013,470,10.3,4.94
9/3/2013,557.3,24.1,8.69
9/3/2013,552.3,24.1,8.58
9/3/2013,550,24.1,8.61
9/3/2013,547.3,24.1,8.6
9/3/2013,530,11.5,4.93
9/3/2013,510,10.5,5.45
9/3/2013,490,10.4,5.15
9/3/2013,470,10.4,4.69
9/9/2013,556.6,23.4,7.97
9/9/2013,551.6,23.4,7.9
9/9/2013,550,23.4,7.9
9/9/2013,546.6,23.3,7.74
9/9/2013,530,12,4.36
9/9/2013,510,10.7,5.28
9/9/2013,490,10.6,5.12
9/9/2013,470,10.5,4.39
9/16/2013,555.8,23,8.05
9/16/2013,550.8,22.9,7.97
9/16/2013,550,22.9,7.97
9/16/2013,545.8,22.8,7.38
9/16/2013,530,12.2,4.27
9/16/2013,510,10.9,5.1
9/16/2013,490,10.7,4.96
9/16/2013,470,10.6,4.45
9/23/2013,554.9,21.6,7.54
9/23/2013,550,21.6,7.51
9/23/2013,549.9,21.6,7.53
9/23/2013,544.9,21.6,7.48
9/23/2013,530,13,3.85
9/23/2013,510,11.1,4.79
9/23/2013,490,10.9,4.71
9/23/2013,470,10.8,3.75
9/30/2013,554.1,20.6,9.23
9/30/2013,550,20.6,9.2
9/30/2013,549.1,20.4,8.92
9/30/2013,544.1,20.2,8.31
9/30/2013,530,13.4,4.22
9/30/2013,510,11.3,4.8
9/30/2013,490,11.1,4.76
9/30/2013,470,10.9,3.49
10/5/2013,553.6,19.5,9.21
10/5/2013,550,19.5,9.21
10/5/2013,548.6,19.5,9.19
10/5/2013,543.6,19.4,9.17
10/5/2013,530,14.3,4.82
10/5/2013,510,11.4,4.67
10/5/2013,490,11.2,4.53
10/5/2013,470,11.1,3.58
10/6/2013,553.5,19.1,8.33
10/6/2013,550,19.1,8.2
10/6/2013,548.5,19.1,8.07
10/6/2013,543.5,19.1,7.91
10/6/2013,530,13.9,4.75
10/6/2013,510,11.5,4.35
10/6/2013,490,11.2,4.33
10/6/2013,470,11.1,2.74
10/7/2013,553.4,19.1,8.84
10/7/2013,550,19,8.8
10/7/2013,548.4,19,8.84
10/7/2013,543.4,19,8.85
10/7/2013,530,13.7,4.82
10/7/2013,510,11.5,4.74
10/7/2013,490,11.2,4.58
10/7/2013,470,11.1,2.86
10/14/2013,552.7,17.9,8.36
10/14/2013,550,17.8,8.37
10/14/2013,547.7,17.8,8.37
10/14/2013,542.7,17.8,8.33
10/14/2013,530,14.3,6.15
10/14/2013,510,11.8,5.05
10/14/2013,490,11.5,4.7
10/14/2013,470,11.1,1.55
10/21/2013,552,17.2,10.18
10/21/2013,550,17.2,10.2
10/21/2013,547,17.2,10.21
10/21/2013,542,17.2,10.18
10/21/2013,530,14.6,6.54
10/21/2013,510,12.4,5
10/21/2013,490,11.7,4.49
10/21/2013,470,11.3,1.62
10/28/2013,551.3,16.5,9.61
10/28/2013,550,16.5,9.59
10/28/2013,546.3,16.5,9.55
10/28/2013,541.3,16.5,9.5
10/28/2013,530,14.5,7.01
10/28/2013,510,12.6,5.31
10/28/2013,490,12.1,4.55
10/28/2013,470,11.4,1.65
11/4/2013,550.7,15.3,8.19
11/4/2013,550,15.3,8.12
11/4/2013,545.7,15.3,8.16
11/4/2013,540.7,15.3,8.19
11/4/2013,530,15.1,7.94
11/4/2013,510,12.9,5.54
11/4/2013,490,12.4,4.76
11/4/2013,470,11.7,1.3
11/12/2013,550.2,14.7,7.75
11/12/2013,550,14.7,7.74
11/12/2013,545.2,14.7,7.76
11/12/2013,540.2,14.6,7.64
11/12/2013,530,14.2,7.28
11/12/2013,510,13.2,5.93
11/12/2013,490,12.6,4.8
11/12/2013,470,11.8,1.04
11/18/2013,550,14,7.95
11/18/2013,549.8,14,7.92
11/18/2013,544.8,13.9,7.9
11/18/2013,539.8,13.9,7.88
11/18/2013,530,13.9,7.91
11/18/2013,510,13.4,6.63
11/18/2013,490,12.9,5.16
11/25/2013,550,13.2,7.41
11/25/2013,549.3,13.2,7.41
11/25/2013,544.3,13.2,7.38
11/25/2013,539.3,13.2,7.38
11/25/2013,530,13.2,7.35
11/25/2013,510,13.1,7.26
11/25/2013,490,13.1,7.05
12/2/2013,550,12.8,7.54
12/2/2013,548.9,12.8,7.51
12/2/2013,543.9,12.8,7.47
12/2/2013,538.9,12.8,7.45
12/2/2013,510,12.8,7.35
12/2/2013,490,12.7,7.27
12/9/2013,550,11.7,8.15
12/9/2013,548.8,11.7,8.11
12/9/2013,543.8,11.7,8.11
12/9/2013,538.8,11.7,8.1
12/9/2013,530,11.7,8.05
12/9/2013,510,11.7,8
12/9/2013,490,11.6,7.99
12/16/2013,550,10.8,8.65
12/16/2013,548.6,10.8,8.64
12/16/2013,543.6,10.8,8.62
12/16/2013,538.6,10.7,8.61
12/16/2013,530,10.7,8.61
12/16/2013,510,10.7,8.57
12/16/2013,490,10.7,8.58
1/2/2014,550,9.9,9.16
1/2/2014,548.3,9.9,9.1
1/2/2014,543.3,9.9,9.07
1/2/2014,538.3,9.9,9.05
1/2/2014,530,9.9,9.03
1/2/2014,510,9.9,8.89
1/2/2014,490,9.9,8.91
1/2/2014,470,9.9,8.83
1/6/2014,550,9.8,8.92
1/6/2014,548.2,9.8,8.9
1/6/2014,543.2,9.8,8.88
1/6/2014,538.2,9.8,8.87
1/6/2014,530,9.8,8.87
1/6/2014,510,9.8,8.66
1/6/2014,490,9.8,8.58
1/13/2014,550,9.8,9.49
1/13/2014,548.1,9.8,9.47
1/13/2014,543.1,9.8,9.43
1/13/2014,538.1,9.8,9.39
1/13/2014,530,9.8,9.26
1/13/2014,510,9.8,8.62
1/13/2014,490,9.7,8.02
1/13/2014,470,9.7,8.02
1/21/2014,550,9.6,10.05
1/21/2014,548,9.6,10.03
1/21/2014,543,9.6,10
1/21/2014,538,9.6,10.01
1/21/2014,530,9.6,9.99
1/21/2014,510,9.6,9.61
1/21/2014,490,9.5,9.21
1/27/2014,550,10,11.08
1/27/2014,548,10,11.01
1/27/2014,543,9.9,10.91
1/27/2014,538,9.8,10.48
1/27/2014,530,9.6,9.22
1/27/2014,510,9.5,8.92
1/27/2014,490,9.5,8.64
2/3/2014,550,10.4,11.04
2/3/2014,548,10.4,11.01
2/3/2014,543,10.3,11.06
2/3/2014,538,10.3,10.96
2/3/2014,530,9.6,8.72
2/3/2014,510,9.5,8.12
2/3/2014,490,9.5,8.06
2/10/2014,550,10.7,10.84
2/10/2014,548.1,10.6,10.82
2/10/2014,543.1,10.4,10.18
2/10/2014,538.1,10.3,10.1
2/10/2014,530,10.1,9.87
2/10/2014,510,9.6,8
2/10/2014,490,9.5,7.94
2/18/2014,550,12.2,11.23
2/18/2014,548.3,12.2,11.2
2/18/2014,543.3,10.8,11.13
2/18/2014,538.3,10.4,10.19
2/18/2014,530,10,8.98
2/18/2014,510,9.6,7.56
2/18/2014,490,9.5,7.62
2/24/2014,550,12.7,11.46
2/24/2014,548.5,12.7,11.43
2/24/2014,543.5,11.2,11.8
2/24/2014,538.5,10.6,11.04
2/24/2014,530,10.1,8.96
2/24/2014,510,9.6,7.3
2/24/2014,490,9.5,7.23
3/3/2014,550,12.9,10.18
3/3/2014,548.7,12.7,10.18
3/3/2014,543.7,12.4,10.18
3/3/2014,538.7,12.1,9.93
3/3/2014,530,10.9,9.09
3/3/2014,510,9.8,6.45
3/3/2014,490,9.6,6.16
3/10/2014,550,14.8,10.26
3/10/2014,548.9,14.7,10.24
3/10/2014,543.9,12.5,10.2
3/10/2014,538.9,11.6,9.39
3/10/2014,530,10.9,7.96
3/10/2014,510,9.8,5.67
3/10/2014,490,9.6,6.09
3/17/2014,550,15.3,10.1
3/17/2014,549.1,15.3,10.07
3/17/2014,544.1,15.1,10.03
3/17/2014,539.1,11.8,9.22
3/17/2014,530,11,7.66
3/17/2014,510,9.9,5.34
3/17/2014,490,9.7,5.59
3/24/2014,550,15.5,10.25
3/24/2014,549.3,15.5,10.23
3/24/2014,544.3,15.4,10.21
3/24/2014,539.3,12.7,9.77
3/24/2014,530,11,7.52
3/24/2014,510,10,5.68
3/24/2014,490,9.7,5.1
3/31/2014,550,15.7,10.29
3/31/2014,549.6,15.7,10.29
3/31/2014,544.6,15.6,10.25
3/31/2014,539.6,13.1,9.71
3/31/2014,530,11.1,7.45
3/31/2014,510,10,5.01
3/31/2014,490,9.7,5.19
4/7/2014,550,15.9,10.34
4/7/2014,549.6,15.9,10.34
4/7/2014,544.6,15,10.42
4/7/2014,539.6,14.2,9.88
4/7/2014,530,11.6,7.58
4/7/2014,510,10,5.03
4/7/2014,490,9.8,4.97
4/14/2014,550,18.1,9.79
4/14/2014,549.7,18,9.83
4/14/2014,544.7,16,10.82
4/14/2014,539.7,14.6,9.71
4/14/2014,530,11.6,6.96
4/14/2014,510,10.1,5.1
4/14/2014,490,9.8,4.62
4/21/2014,550,19.4,9.39
4/21/2014,549.7,19.4,9.4
4/21/2014,544.7,17.4,10.69
4/21/2014,539.7,15.1,9.63
4/21/2014,530,11.9,6.71
4/21/2014,510,10,4.7
4/21/2014,490,9.9,4.34
4/28/2014,550,17.9,9.66
4/28/2014,549.8,17.9,9.69
4/28/2014,544.8,17.8,9.69
4/28/2014,539.8,16.8,10.06
4/28/2014,530,11.6,6.49
4/28/2014,510,10.3,5.28
4/28/2014,490,10.1,4.83
5/5/2014,550,20,9.27
5/5/2014,549.8,20,9.28
5/5/2014,544.8,18.7,10.09
5/5/2014,539.8,17.1,9.67
5/5/2014,530,12.2,6.72
5/5/2014,510,10.2,5.13
5/5/2014,490,10.2,5
5/12/2014,550,18.8,9.39
5/12/2014,549.7,18.8,9.37
5/12/2014,544.7,18.7,9.34
5/12/2014,539.7,18.7,9.3
5/12/2014,530,12.1,6.47
5/12/2014,510,10.3,5.3
5/12/2014,490,10.3,5.2
5/19/2014,550,20.2,8.96
5/19/2014,549.6,20.2,8.93
5/19/2014,544.6,20.2,8.95
5/19/2014,539.6,18.8,9.7
5/19/2014,530,12.9,6.85
5/19/2014,510,10.4,5.52
5/19/2014,490,10.3,5.37
5/27/2014,550,21.5,8.48
5/27/2014,549.5,21.5,8.46
5/27/2014,544.5,21.4,8.38
5/27/2014,539.5,19.4,8.94
5/27/2014,530,13.4,7.15
5/27/2014,510,10.4,5.57
5/27/2014,490,10.4,5.47
6/2/2014,550,21.2,8.82
6/2/2014,549.4,21.2,8.82
6/2/2014,544.4,21.2,8.81
6/2/2014,539.4,21,8.79
6/2/2014,530,13.4,7.45
6/2/2014,510,10.5,6.08
6/2/2014,490,10.5,5.94
6/9/2014,550,22.3,8.61
6/9/2014,549.3,22.3,8.57
6/9/2014,544.3,21.9,8.65
6/9/2014,539.3,20.6,8.81
6/9/2014,530,13.7,7.44
6/9/2014,510,10.6,6.03
6/9/2014,490,10.5,5.96
6/16/2014,550,22,8.63
6/16/2014,549.1,22,8.64
6/16/2014,544.1,22,8.65
6/16/2014,539.1,22,8.64
6/16/2014,530,14.8,8.05
6/16/2014,510,10.6,6.46
6/16/2014,490,10.6,6.33
6/23/2014,550,22.2,8.51
6/23/2014,549,22.2,8.5
6/23/2014,544,22.1,8.5
6/23/2014,539,22.1,8.49
6/23/2014,530,14.8,8.26
6/23/2014,510,10.7,6.41
6/23/2014,490,10.6,6.29
6/30/2014,550,23.4,8.83
6/30/2014,548.8,23.4,8.86
6/30/2014,543.8,23.1,8.84
6/30/2014,538.8,22.6,8.78
6/30/2014,530,15.7,8.76
6/30/2014,510,10.7,6.62
6/30/2014,490,10.7,6.55
7/7/2014,550,23.8,8.72
7/7/2014,548.6,23.8,8.73
7/7/2014,543.6,23.6,8.76
7/7/2014,538.6,23.2,8.69
7/7/2014,530,16.3,8.7
7/7/2014,510,10.8,6.72
7/7/2014,490,10.8,6.61
7/14/2014,550,23.8,8.6
7/14/2014,548.3,23.8,8.59
7/14/2014,543.3,23.6,8.57
7/14/2014,538.3,23.1,8.47
7/14/2014,530,16.5,7.65
7/14/2014,510,10.9,6.8
7/14/2014,490,10.8,6.65
7/21/2014,550,24.4,8.61
7/21/2014,548,24.3,8.65
7/21/2014,543,24.1,8.63
7/21/2014,538,23.4,8.34
7/21/2014,530,18,7.5
7/21/2014,510,10.9,6.63
7/21/2014,490,10.9,6.57
7/28/2014,550,24.8,8.84
7/28/2014,547.8,24.6,8.83
7/28/2014,542.8,24.3,8.81
7/28/2014,537.8,23.8,8.68
7/28/2014,530,17.1,6.36
7/28/2014,510,11,6.63
7/28/2014,490,10.9,6.54
8/4/2014,550,24.7,8.67
8/4/2014,547.4,24.7,8.68
8/4/2014,542.4,24.5,8.68
8/4/2014,537.4,24.3,8.41
8/4/2014,530,18.3,6.16
8/4/2014,510,11,6.63
8/4/2014,490,11,6.52
8/11/2014,550,24.4,8.77
8/11/2014,547.1,24.4,8.73
8/11/2014,542.1,24.2,8.68
8/11/2014,537.1,24.1,8.74
8/11/2014,530,18.6,5.43
8/11/2014,510,11.1,6.75
8/11/2014,490,11,6.74
8/18/2014,550,24.3,8.66
8/18/2014,546.7,24.2,8.63
8/18/2014,541.7,24.1,8.59
8/18/2014,536.7,24,8.66
8/18/2014,530,18.6,4.02
8/18/2014,510,11.2,6.93
8/18/2014,490,11.1,6.78
8/25/2014,550,23.8,8.47
8/25/2014,546.3,23.8,8.48
8/25/2014,541.3,23.7,8.48
8/25/2014,536.3,23.6,8.48
8/25/2014,530,20.6,3.04
8/25/2014,510,11.2,6.85
8/25/2014,490,11.2,6.73
9/2/2014,550,23.6,8.62
9/2/2014,545.9,23.6,8.6
9/2/2014,540.9,23.5,8.55
9/2/2014,535.9,23.4,8.55
9/2/2014,530,21.3,3.14
